Gender,Married,Dependents,Education,Self_Employed,Employment_Type,Property_Area,City_Tier,ApplicantIncome,CoapplicantIncome,Existing_EMI,Savings,Other_Debts,LoanAmount,Loan_Amount_Term,Credit_Score,Loan_Status
Male,Yes,2,Graduate,No,Salaried,Rural,2,40037,0,16545,402276,149951,787900,50,839,0
Female,Yes,1,Not Graduate,No,Salaried,Semiurban,1,49153,0,4890,307070,540033,2167321,42,653,0
Male,Yes,1,Graduate,Yes,Salaried,Urban,1,22616,8664,3854,471613,0,1963545,10,741,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,1,43923,0,0,533200,0,1744861,19,711,0
Male,Yes,0,Not Graduate,No,Salaried,Rural,2,28727,8065,0,502157,598862,767737,6,698,0
Male,Yes,1,Not Graduate,No,Other,Rural,2,60482,21016,0,200094,52281,440213,21,646,0
Female,No,0,Graduate,No,Salaried,Urban,2,20019,16655,8071,188207,0,704417,11,580,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,1,85709,13258,22584,378355,0,488534,29,619,0
Male,No,1,Not Graduate,No,Salaried,Semiurban,3,30965,0,0,645925,234564,284803,21,678,0
Male,No,1,Not Graduate,No,Government,Rural,2,133392,0,0,711159,0,725928,29,823,1
Female,Yes,0,Graduate,Yes,Government,Semiurban,2,106265,0,0,750596,0,1026431,18,705,0
Male,No,0,Not Graduate,Yes,Salaried,Semiurban,1,67129,0,0,626065,26183,1009757,21,679,0
Male,Yes,0,Graduate,No,Government,Urban,3,21458,22239,0,109393,543593,4011214,39,721,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,35399,21339,0,505486,0,472172,34,680,1
Male,Yes,0,Graduate,Yes,Salaried,Semiurban,3,30540,0,0,113074,343493,291592,46,756,1
Male,No,0,Graduate,No,Salaried,Rural,1,32717,0,0,248899,0,1595895,18,862,0
Female,Yes,3+,Graduate,No,Salaried,Urban,2,119015,76517,0,18149,331041,2761987,14,597,1
Female,Yes,2,Not Graduate,No,Salaried,Urban,1,45973,0,11919,736116,0,1450247,41,715,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,1,34820,0,17492,544232,0,1161568,31,684,0
Male,No,0,Graduate,No,Salaried,Urban,2,33137,19438,15248,251144,0,1126233,30,689,0
Male,Yes,2,Not Graduate,Yes,Self-Employed,Semiurban,3,37319,0,2987,408314,498696,405178,8,810,0
Male,No,0,Not Graduate,No,Salaried,Semiurban,2,67018,12694,27936,464251,0,2004450,9,697,1
Female,No,2,Graduate,Yes,Salaried,Semiurban,1,20432,55808,5002,208274,0,1244551,50,549,0
Male,Yes,3+,Graduate,No,Salaried,Rural,2,52774,32155,0,716184,0,456205,55,798,1
Male,No,1,Graduate,No,Salaried,Urban,1,63115,0,0,474800,131459,371858,28,775,1
Female,No,0,Not Graduate,No,Salaried,Semiurban,2,19251,23685,0,506445,33630,1219356,13,668,0
Male,Yes,2,Graduate,No,Salaried,Urban,2,22928,0,29159,95111,0,494354,43,695,0
Female,Yes,3+,Graduate,No,Salaried,Rural,2,48705,0,0,172488,129746,895180,53,626,0
Male,Yes,1,Not Graduate,No,Salaried,Rural,2,110450,0,0,401684,0,1180121,17,787,0
Female,Yes,1,Graduate,No,Government,Urban,1,96884,0,15466,185255,0,490308,50,684,1
Female,Yes,0,Graduate,No,Salaried,Urban,1,35779,17084,0,266552,588707,1335518,17,774,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,3,108541,15034,0,505914,238632,971650,26,659,1
Female,Yes,2,Graduate,No,Salaried,Semiurban,3,41939,0,25421,636108,544528,1037426,42,790,0
Male,No,3+,Graduate,No,Other,Urban,1,41742,0,0,458649,0,562985,24,798,0
Male,Yes,1,Not Graduate,No,Self-Employed,Semiurban,2,52653,0,0,542583,0,689557,17,651,0
Female,No,2,Not Graduate,No,Salaried,Semiurban,1,79338,0,0,719980,0,3455067,58,575,0
Male,Yes,0,Graduate,Yes,Salaried,Semiurban,2,35768,0,11354,605370,0,2452933,17,720,0
Male,Yes,0,Graduate,No,Salaried,Rural,3,40169,57867,0,288430,0,337496,38,730,1
Male,No,1,Not Graduate,No,Salaried,Urban,2,25166,15210,13153,491731,0,1561416,35,779,0
Male,Yes,0,Graduate,Yes,Self-Employed,Rural,3,60648,0,0,765062,0,492627,16,792,0
Male,Yes,1,Graduate,No,Self-Employed,Urban,2,83542,0,0,247093,0,772798,24,743,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,86406,58269,0,426731,0,360183,47,597,0
Female,Yes,2,Graduate,No,Salaried,Urban,1,23580,0,7140,238611,467537,723502,56,755,0
Male,No,2,Not Graduate,No,Self-Employed,Semiurban,2,40505,9483,7734,267535,0,705745,33,716,1
Male,No,1,Graduate,No,Self-Employed,Urban,3,99189,29900,0,374273,135674,435076,52,715,1
Male,Yes,0,Not Graduate,Yes,Government,Semiurban,2,56810,0,0,696201,356545,512136,54,643,1
Male,Yes,1,Not Graduate,No,Salaried,Urban,1,50946,0,0,316648,0,715306,59,602,0
Female,Yes,3+,Not Graduate,No,Self-Employed,Rural,3,50290,0,18738,467699,0,1340762,31,667,0
Male,Yes,1,Not Graduate,Yes,Salaried,Semiurban,1,67344,0,0,568930,0,672633,28,823,1
Male,Yes,0,Not Graduate,No,Salaried,Semiurban,2,58514,8095,18447,306441,497563,1229034,49,598,0
Female,Yes,0,Graduate,No,Self-Employed,Rural,1,36436,0,0,535457,359112,240675,46,760,1
Male,Yes,0,Graduate,No,Government,Semiurban,1,81174,0,9195,648335,3613,581976,43,752,1
Male,Yes,0,Not Graduate,No,Salaried,Urban,1,25801,18563,13892,237639,176309,612151,42,819,0
Male,Yes,2,Graduate,No,Self-Employed,Semiurban,2,103460,0,12434,495352,387914,1002375,8,580,1
Female,Yes,2,Graduate,No,Self-Employed,Semiurban,2,30546,16883,3690,27721,0,1178778,16,729,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,67583,33286,8870,108086,0,510971,58,809,1
Male,No,0,Graduate,No,Government,Urban,2,45668,0,24389,542143,0,1497929,52,649,0
Male,No,0,Not Graduate,No,Salaried,Urban,2,38475,0,16925,372572,0,1462887,45,793,0
Male,Yes,3+,Not Graduate,No,Self-Employed,Semiurban,3,105497,7633,1051,73585,517978,1297943,48,677,0
Male,Yes,1,Graduate,Yes,Salaried,Urban,3,75235,6333,23308,682932,0,603316,33,757,0
Male,No,1,Not Graduate,No,Salaried,Urban,1,48404,0,0,597673,0,380833,27,644,0
Male,No,0,Graduate,No,Government,Urban,1,130564,0,0,364957,0,1561571,20,655,0
Female,No,1,Not Graduate,No,Salaried,Semiurban,2,85702,21310,0,492347,352549,1036899,60,740,1
Female,Yes,0,Graduate,No,Salaried,Semiurban,1,32104,17029,0,621179,0,934640,39,714,0
Male,No,0,Not Graduate,No,Government,Semiurban,3,14423,24587,25570,461527,265812,662245,37,640,0
Female,Yes,1,Graduate,No,Government,Urban,1,53026,20626,0,191233,0,769959,8,786,0
Male,No,1,Graduate,No,Salaried,Rural,2,107012,37395,0,317438,92786,424961,15,785,1
Male,No,0,Not Graduate,No,Salaried,Semiurban,1,69957,0,0,432169,301079,2500270,7,563,0
Female,Yes,0,Graduate,Yes,Self-Employed,Semiurban,2,118831,0,5554,799508,193600,1014905,27,650,0
Female,No,0,Not Graduate,No,Salaried,Rural,1,35979,0,19781,598335,0,1115912,9,829,0
Female,Yes,0,Graduate,No,Salaried,Rural,3,46878,7975,7936,165709,0,127629,51,648,0
Male,No,1,Graduate,Yes,Salaried,Semiurban,3,47508,14552,24576,196370,0,526575,29,566,0
Female,Yes,3+,Graduate,No,Self-Employed,Rural,1,57093,0,0,739513,344945,1026164,35,820,0
Male,No,0,Graduate,No,Salaried,Semiurban,1,76257,0,22095,217512,0,777620,48,610,0
Female,Yes,0,Graduate,No,Self-Employed,Urban,2,122710,0,0,555290,508230,602820,6,551,0
Female,No,0,Not Graduate,No,Self-Employed,Urban,2,137758,40753,0,778511,0,895202,24,488,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,1,125040,0,23043,297496,0,547507,33,678,1
Female,Yes,0,Not Graduate,No,Salaried,Semiurban,3,72241,43613,0,10357,0,829144,57,788,0
Male,Yes,2,Graduate,No,Salaried,Urban,1,41421,0,7878,635992,0,598697,21,716,0
Male,No,0,Graduate,No,Salaried,Rural,1,56614,50683,0,154455,0,1841717,60,778,1
Male,Yes,1,Graduate,No,Salaried,Urban,2,71693,0,0,464891,0,612654,26,686,1
Male,Yes,2,Graduate,No,Self-Employed,Urban,1,53855,0,0,191420,0,796039,55,583,0
Female,Yes,3+,Not Graduate,No,Salaried,Urban,2,30248,0,24968,417218,276891,652606,46,751,0
Female,No,3+,Graduate,No,Self-Employed,Rural,1,38772,0,0,787799,459538,902398,37,773,0
Male,Yes,2,Graduate,Yes,Self-Employed,Rural,3,80595,0,0,315914,0,5135531,6,799,0
Female,Yes,3+,Graduate,No,Salaried,Semiurban,2,43660,54090,21556,222879,0,3521443,7,613,0
Female,Yes,0,Graduate,No,Salaried,Rural,2,50669,13609,4646,774648,0,1910802,54,642,0
Male,Yes,0,Graduate,No,Government,Rural,1,47889,0,0,192614,0,1352327,36,731,0
Female,Yes,0,Graduate,Yes,Self-Employed,Rural,1,30609,10213,0,458708,0,744450,23,571,0
Male,Yes,2,Graduate,No,Other,Urban,2,45505,15775,23238,490803,16040,1028728,51,634,1
Female,No,3+,Not Graduate,Yes,Salaried,Semiurban,1,38870,0,0,456865,0,937941,48,694,0
Male,No,0,Not Graduate,No,Government,Urban,2,34176,48396,25090,504916,0,1251198,22,721,0
Male,Yes,1,Graduate,No,Salaried,Rural,2,27937,3567,0,619737,0,517694,53,590,0
Male,Yes,2,Graduate,No,Salaried,Rural,1,47308,19574,0,69987,0,532192,13,718,0
Female,No,3+,Not Graduate,No,Salaried,Semiurban,3,70246,0,0,686320,330750,576191,15,745,0
Male,Yes,1,Not Graduate,Yes,Salaried,Semiurban,3,92604,36144,0,594353,0,483903,60,820,1
Male,No,3+,Not Graduate,No,Self-Employed,Semiurban,2,23225,9858,7209,492026,579722,623753,38,758,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,3,120970,0,28804,408968,38294,1427763,48,554,0
Female,Yes,0,Graduate,No,Government,Urban,3,58741,0,0,606161,0,922902,21,771,0
Male,Yes,1,Not Graduate,No,Salaried,Semiurban,1,26900,0,23988,727019,172299,942851,52,664,0
Male,No,0,Not Graduate,No,Government,Urban,1,40044,0,14909,355113,0,1584370,52,786,0
Male,Yes,0,Graduate,Yes,Salaried,Rural,2,17804,0,0,14630,0,514782,29,805,0
Male,Yes,2,Graduate,No,Self-Employed,Urban,2,20492,0,0,529437,117163,1402666,53,674,1
Female,Yes,2,Graduate,No,Salaried,Rural,1,128870,0,0,71799,103604,2541816,10,665,0
Female,No,2,Graduate,No,Salaried,Semiurban,1,34035,0,14743,505211,0,1112041,30,669,0
Male,No,0,Graduate,No,Self-Employed,Urban,2,67175,0,2006,472705,83748,429352,56,762,1
Male,Yes,1,Graduate,No,Salaried,Urban,2,47033,0,0,315260,0,572879,17,710,1
Female,Yes,0,Graduate,No,Salaried,Rural,1,50492,14817,28680,783042,160766,439999,9,680,0
Male,No,0,Graduate,No,Self-Employed,Semiurban,2,61217,0,2046,586318,241368,460524,41,677,0
Female,Yes,1,Graduate,Yes,Salaried,Urban,3,15891,4623,15804,542184,0,770056,6,647,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,3,103257,0,18868,266178,83145,829156,40,811,1
Female,Yes,0,Graduate,No,Salaried,Semiurban,1,47357,0,0,794232,0,377134,57,672,1
Male,No,2,Not Graduate,No,Salaried,Urban,1,37889,17718,0,56293,476466,897147,41,707,1
Male,Yes,0,Not Graduate,No,Self-Employed,Urban,2,64678,7206,6024,634346,81169,912355,50,653,0
Female,No,3+,Not Graduate,No,Salaried,Semiurban,3,33629,0,18151,682977,202908,916399,24,759,0
Male,Yes,1,Not Graduate,No,Self-Employed,Semiurban,3,56066,25175,21957,585360,0,2130126,29,842,1
Female,Yes,3+,Graduate,No,Self-Employed,Semiurban,2,45652,0,0,281218,0,572735,11,724,0
Male,No,0,Graduate,No,Self-Employed,Rural,1,73927,40139,29294,278086,0,275316,53,703,1
Female,Yes,1,Graduate,No,Government,Semiurban,2,44449,0,6405,423006,0,892758,16,766,1
Male,Yes,0,Not Graduate,Yes,Salaried,Rural,3,28375,29855,12660,355442,264680,1801367,57,753,1
Male,Yes,2,Graduate,No,Salaried,Urban,3,61026,0,25070,421851,14969,235453,7,626,0
Male,No,0,Graduate,No,Salaried,Urban,2,43085,14682,29585,793654,0,821889,19,662,0
Female,No,0,Not Graduate,No,Salaried,Urban,2,18365,48813,0,1782,126888,890293,45,619,0
Female,No,2,Not Graduate,No,Salaried,Urban,2,55742,0,0,335507,0,556827,52,698,0
Male,No,0,Not Graduate,No,Government,Rural,3,37204,0,26085,604940,0,289729,47,615,1
Male,Yes,0,Graduate,Yes,Government,Rural,2,60472,7537,0,503815,118201,2922054,19,797,0
Female,Yes,0,Graduate,No,Salaried,Semiurban,1,31241,0,2673,678167,230647,761156,49,678,0
Male,No,1,Graduate,No,Salaried,Semiurban,2,25751,36217,0,240405,0,478298,56,791,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,95687,7607,17629,680410,67117,1964912,51,824,0
Male,Yes,0,Not Graduate,Yes,Government,Semiurban,2,79499,0,8914,401070,0,349153,39,744,1
Male,Yes,0,Graduate,No,Government,Urban,2,49819,26628,27193,798240,0,532928,6,749,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,2,63611,0,26971,448315,0,291009,28,652,0
Male,No,2,Not Graduate,No,Self-Employed,Semiurban,2,78081,86170,0,723481,299345,419998,6,613,0
Male,Yes,0,Graduate,No,Salaried,Urban,1,49720,0,0,680107,0,500098,49,781,1
Male,Yes,0,Not Graduate,No,Salaried,Urban,2,25721,48549,12275,89474,0,1169259,50,714,0
Male,No,0,Not Graduate,No,Salaried,Urban,2,58952,0,22554,128059,505576,1713053,52,845,0
Male,Yes,0,Not Graduate,No,Salaried,Semiurban,3,86768,4362,0,483429,0,1777394,33,719,0
Male,Yes,0,Graduate,No,Salaried,Urban,3,69288,0,22348,230025,596039,694243,39,639,0
Female,Yes,1,Graduate,No,Salaried,Semiurban,2,51657,0,0,196485,0,1962021,37,682,0
Male,No,1,Not Graduate,No,Salaried,Urban,3,68233,0,8061,712976,70310,363636,28,610,0
Male,No,3+,Not Graduate,No,Salaried,Urban,1,44222,0,0,289978,0,2393804,40,684,0
Male,No,0,Graduate,No,Self-Employed,Rural,2,88794,0,0,512902,49898,850266,33,596,0
Male,No,1,Graduate,No,Salaried,Semiurban,1,104896,0,0,258042,0,1708560,10,625,0
Male,Yes,1,Graduate,No,Government,Urban,1,24511,9781,23320,710029,0,1171397,21,760,0
Male,No,1,Not Graduate,No,Salaried,Rural,3,92368,0,10230,198263,382349,956214,52,617,0
Female,No,2,Graduate,No,Salaried,Urban,3,171148,46380,0,500461,17961,1778247,25,746,1
Male,Yes,0,Graduate,No,Salaried,Rural,2,66759,0,0,116677,0,657112,57,622,1
Female,Yes,0,Graduate,No,Salaried,Semiurban,1,85891,0,0,569248,122444,1780636,53,706,0
Male,No,1,Graduate,No,Salaried,Urban,2,35027,0,0,219473,0,744467,25,683,0
Male,No,0,Not Graduate,No,Salaried,Semiurban,3,37901,71136,9071,45509,0,7429967,22,723,0
Male,No,0,Graduate,No,Government,Urban,1,44558,0,13079,104721,0,380822,10,700,0
Male,No,0,Graduate,No,Self-Employed,Urban,1,40071,69276,12045,219075,0,1261913,25,649,1
Male,Yes,0,Graduate,Yes,Government,Urban,3,24301,56933,0,374680,137666,1129476,10,787,0
Female,Yes,1,Graduate,No,Salaried,Urban,3,45470,0,3926,499949,0,1681599,8,593,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,1,79204,0,0,326850,0,502775,37,634,0
Female,Yes,0,Graduate,Yes,Salaried,Rural,3,24479,0,2670,597421,347116,669333,30,589,0
Female,No,1,Graduate,Yes,Self-Employed,Rural,2,55176,0,28313,507332,584571,447617,39,628,0
Male,Yes,1,Not Graduate,No,Other,Urban,1,54253,0,0,185202,0,1198569,55,688,0
Male,Yes,3+,Graduate,No,Government,Semiurban,3,42364,31767,21499,383911,0,2357372,6,565,0
Male,Yes,0,Not Graduate,Yes,Salaried,Urban,2,65700,16943,0,598457,505323,856231,7,746,0
Male,Yes,3+,Graduate,Yes,Salaried,Semiurban,1,62395,15918,0,569092,557420,1587791,15,789,0
Male,Yes,1,Graduate,No,Salaried,Rural,2,40738,0,0,771657,0,6898461,23,791,0
Male,Yes,2,Graduate,No,Salaried,Urban,3,89614,0,24825,315109,346649,913028,18,567,0
Male,Yes,0,Graduate,No,Salaried,Rural,1,68057,0,0,772021,0,173441,27,680,1
Male,Yes,1,Graduate,No,Salaried,Rural,2,118799,0,0,765523,0,1039861,12,733,0
Female,No,2,Graduate,No,Salaried,Semiurban,1,48206,9403,22131,335564,0,1940956,36,766,0
Female,Yes,2,Graduate,No,Salaried,Semiurban,1,41890,49365,3473,477306,371466,451943,37,700,1
Female,Yes,0,Graduate,No,Salaried,Semiurban,1,44583,0,7253,512179,0,554296,7,641,0
Male,Yes,0,Graduate,Yes,Self-Employed,Rural,2,95592,0,3570,647657,356705,462752,48,741,1
Male,Yes,1,Graduate,No,Salaried,Semiurban,1,46073,0,24603,415232,265056,1327395,60,744,0
Male,Yes,3+,Graduate,No,Salaried,Urban,2,47646,11597,11293,758773,0,562652,52,743,1
Male,No,0,Not Graduate,No,Self-Employed,Semiurban,1,147018,38104,0,223965,0,2744134,42,743,1
Male,No,1,Graduate,Yes,Salaried,Urban,2,23868,0,0,222691,0,1668446,54,811,0
Female,Yes,2,Not Graduate,No,Salaried,Rural,2,60841,0,9664,164012,0,3484825,9,693,1
Female,Yes,2,Graduate,No,Government,Rural,1,48338,15255,19235,661447,488067,1224428,52,622,0
Male,No,1,Not Graduate,No,Salaried,Semiurban,3,43562,23728,11768,653800,0,1769976,36,702,0
Male,No,0,Graduate,No,Salaried,Semiurban,2,29597,0,15124,397245,270920,1576985,13,634,0
Male,No,3+,Not Graduate,No,Salaried,Rural,2,34704,0,8253,283556,0,540061,18,748,0
Male,Yes,1,Graduate,Yes,Salaried,Urban,2,39947,0,0,606395,132699,1688616,7,789,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,1,65672,0,6171,282230,474238,1581116,9,752,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,79907,0,0,569648,560846,467485,49,604,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,1,18796,23990,0,643653,0,231404,35,742,1
Female,Yes,0,Not Graduate,No,Government,Urban,2,25820,0,25785,197776,0,938486,49,900,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,67583,0,0,488693,483447,1058494,59,665,0
Female,Yes,2,Graduate,No,Self-Employed,Urban,3,70793,0,27772,304918,554324,435329,35,690,0
Male,No,1,Graduate,No,Salaried,Urban,2,22354,0,7318,228004,0,1219255,53,700,0
Male,No,1,Graduate,No,Salaried,Urban,2,80873,0,0,776257,384511,1102067,50,725,1
Male,Yes,0,Graduate,No,Salaried,Urban,2,49617,0,0,571877,0,1203336,22,648,0
Male,No,1,Graduate,No,Self-Employed,Urban,1,75407,0,0,377179,302214,548966,21,789,1
Male,Yes,0,Graduate,No,Self-Employed,Semiurban,1,31298,0,0,495117,0,1133684,37,845,0
Female,No,1,Graduate,No,Salaried,Semiurban,1,23278,37575,0,294654,486803,1364147,8,609,0
Female,Yes,0,Graduate,Yes,Salaried,Urban,1,42193,36879,0,749781,216235,2201854,33,700,0
Male,Yes,2,Graduate,No,Government,Semiurban,1,43235,0,11975,599658,0,285726,6,690,0
Male,Yes,2,Graduate,No,Government,Semiurban,2,41926,0,0,228137,0,8540389,30,634,0
Female,Yes,0,Graduate,No,Salaried,Urban,3,40342,0,0,305064,0,2441535,36,818,0
Male,No,0,Graduate,No,Salaried,Urban,3,126863,0,14590,89254,292527,1107221,52,717,1
Male,Yes,1,Not Graduate,No,Government,Semiurban,2,19631,0,2367,797867,190446,1227662,32,683,0
Male,Yes,1,Not Graduate,Yes,Salaried,Urban,1,31416,0,0,182215,0,299480,48,620,0
Female,Yes,2,Not Graduate,No,Self-Employed,Urban,3,39717,0,13949,727369,0,753894,18,707,0
Female,Yes,1,Graduate,No,Salaried,Rural,3,50663,10538,0,297377,343376,1773427,32,698,0
Male,Yes,0,Not Graduate,No,Self-Employed,Semiurban,2,73927,21602,0,170933,0,714715,28,772,1
Female,No,0,Graduate,No,Salaried,Semiurban,1,80477,39522,9394,713901,235256,600945,9,738,0
Female,No,0,Graduate,No,Self-Employed,Semiurban,3,90387,0,0,44008,335146,891106,13,773,0
Male,No,0,Graduate,No,Salaried,Rural,1,65158,17907,2556,328431,0,1119974,24,704,0
Male,No,1,Not Graduate,No,Government,Rural,1,19307,0,0,778810,0,593872,23,786,0
Male,Yes,0,Not Graduate,No,Self-Employed,Urban,3,20017,0,24647,422407,0,1007079,60,737,0
Female,No,3+,Graduate,No,Government,Semiurban,2,93975,7005,13018,499613,0,1197536,50,819,1
Male,Yes,2,Graduate,No,Government,Semiurban,1,90691,0,0,221203,0,523082,40,617,0
Female,Yes,2,Graduate,No,Salaried,Urban,2,70940,0,17666,47734,91944,442805,40,739,0
Male,Yes,3+,Not Graduate,No,Salaried,Rural,3,31844,0,144,556592,0,993009,40,656,0
Female,No,0,Not Graduate,No,Self-Employed,Urban,3,41872,0,5892,37318,0,919663,16,700,0
Male,No,2,Graduate,No,Government,Urban,1,40151,22830,24549,382206,143123,572215,42,763,0
Male,No,0,Graduate,Yes,Salaried,Rural,1,28457,0,0,436025,352072,1062980,17,673,0
Female,No,0,Graduate,No,Salaried,Urban,2,57656,27416,0,372554,0,1315746,21,657,0
Female,No,2,Not Graduate,No,Salaried,Urban,3,163617,0,0,237670,0,502232,17,806,0
Female,No,0,Not Graduate,No,Salaried,Semiurban,1,38070,0,3141,308157,0,743507,13,693,0
Male,Yes,3+,Graduate,No,Self-Employed,Urban,2,102028,0,0,196607,580360,1004462,52,743,1
Female,Yes,1,Graduate,Yes,Self-Employed,Semiurban,1,30725,0,6059,65524,0,2163572,6,736,0
Male,Yes,2,Not Graduate,Yes,Self-Employed,Urban,1,21474,0,0,253692,259446,1115428,11,719,0
Male,Yes,0,Graduate,No,Government,Urban,3,86068,16124,0,777635,0,1374569,12,682,0
Male,Yes,1,Not Graduate,No,Salaried,Urban,1,44330,0,0,544467,0,476120,48,827,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,100605,15520,0,487520,0,3094585,6,768,1
Male,Yes,2,Not Graduate,No,Government,Urban,1,112282,15949,0,166638,454974,447860,44,675,1
Female,No,0,Not Graduate,Yes,Salaried,Semiurban,1,42901,0,0,753210,0,1465545,19,613,0
Male,No,1,Graduate,Yes,Salaried,Rural,3,104656,9244,0,692129,0,962042,39,609,0
Female,Yes,0,Not Graduate,No,Self-Employed,Rural,2,30882,10990,0,1787,0,666422,33,737,0
Male,Yes,0,Graduate,No,Government,Semiurban,2,30616,22843,0,203222,519310,629352,49,811,1
Male,Yes,1,Not Graduate,No,Self-Employed,Urban,3,90176,0,0,614135,0,1325904,6,587,0
Male,Yes,0,Not Graduate,No,Self-Employed,Semiurban,1,21343,0,24330,528958,546412,482676,31,536,0
Female,No,2,Graduate,No,Salaried,Semiurban,2,49957,29013,0,749756,407235,710013,41,587,0
Female,Yes,0,Graduate,Yes,Salaried,Rural,1,99417,0,0,426376,574068,372458,39,850,1
Female,Yes,0,Graduate,No,Government,Rural,3,103157,0,0,537494,0,709344,30,746,1
Female,No,1,Not Graduate,No,Self-Employed,Rural,2,39411,0,0,506477,549934,1361428,29,679,0
Male,No,0,Not Graduate,No,Salaried,Rural,1,87103,0,0,536528,0,973351,41,593,0
Male,Yes,0,Graduate,No,Salaried,Urban,3,26961,0,29117,577591,551696,394007,49,702,0
Female,No,2,Not Graduate,No,Self-Employed,Semiurban,2,34638,0,0,108070,87433,867494,12,661,0
Male,Yes,0,Graduate,Yes,Salaried,Rural,2,56755,0,0,775557,108330,4084521,45,639,0
Male,Yes,0,Graduate,No,Self-Employed,Rural,1,61546,0,0,731778,142524,346374,30,720,0
Male,Yes,0,Graduate,No,Salaried,Rural,3,28100,0,0,693640,0,1039860,36,521,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,139250,0,0,695118,548844,1802096,42,777,1
Male,Yes,1,Graduate,Yes,Self-Employed,Semiurban,2,17803,47197,0,637247,0,367616,18,602,0
Male,Yes,0,Graduate,Yes,Salaried,Urban,2,51513,0,0,57053,379976,625451,25,793,0
Male,No,2,Graduate,No,Salaried,Semiurban,2,55688,0,0,770224,591581,2005834,34,520,0
Male,No,0,Not Graduate,Yes,Government,Semiurban,1,19128,0,0,491075,580749,475597,36,675,0
Male,Yes,0,Graduate,No,Self-Employed,Rural,2,103574,31849,11837,188892,0,1399726,29,687,0
Male,Yes,0,Graduate,No,Salaried,Rural,1,33273,0,28239,69497,0,1473771,8,782,0
Female,No,1,Graduate,No,Salaried,Semiurban,3,52782,0,0,716960,0,531220,50,770,1
Male,Yes,3+,Not Graduate,No,Salaried,Urban,1,59886,13386,0,282245,407166,903008,39,784,1
Male,No,1,Not Graduate,No,Salaried,Urban,2,22470,0,10248,58652,398338,4380265,56,693,0
Female,Yes,3+,Not Graduate,No,Salaried,Semiurban,1,27725,0,0,137746,329355,618685,11,782,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,1,118118,0,10261,23268,507193,2312955,40,629,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,48222,0,0,331466,0,1443731,18,576,0
Female,Yes,0,Graduate,No,Salaried,Rural,3,11343,11315,257,327401,0,961934,55,839,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,2,42349,0,0,172040,0,1089730,45,747,0
Female,Yes,0,Not Graduate,Yes,Salaried,Urban,1,49103,28743,0,134607,0,1805421,16,615,0
Female,Yes,0,Graduate,No,Other,Semiurban,1,56411,0,11874,345714,0,576831,18,737,0
Female,Yes,0,Not Graduate,No,Other,Rural,3,16653,0,0,251537,0,882011,47,643,0
Male,Yes,0,Not Graduate,No,Salaried,Rural,2,49200,0,0,336631,0,171244,58,757,1
Male,Yes,0,Not Graduate,No,Self-Employed,Rural,2,31628,0,17131,140684,321942,3857267,50,668,0
Male,Yes,0,Not Graduate,Yes,Self-Employed,Semiurban,1,56463,0,19886,49222,0,808258,49,688,0
Male,Yes,2,Graduate,Yes,Salaried,Urban,3,66056,30818,2733,485968,0,1464455,33,700,0
Male,Yes,0,Graduate,No,Salaried,Rural,2,62303,27372,0,66504,108842,1503239,9,799,0
Male,Yes,2,Graduate,No,Salaried,Urban,2,108224,0,0,46623,0,1046164,27,810,1
Male,No,1,Graduate,Yes,Self-Employed,Urban,1,166806,0,0,219929,0,640334,59,674,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,1,26803,0,8819,195433,441336,389780,54,590,1
Male,No,0,Graduate,No,Government,Rural,2,40525,24483,0,126131,0,340090,42,647,1
Male,Yes,0,Graduate,Yes,Self-Employed,Rural,1,75241,10543,0,22677,0,489708,23,747,0
Female,Yes,1,Graduate,No,Government,Urban,2,46631,34390,7702,319468,487558,1198859,7,608,0
Male,Yes,0,Not Graduate,Yes,Government,Semiurban,2,11184,0,23318,485302,0,1598862,55,854,0
Male,No,0,Graduate,Yes,Government,Rural,3,44975,11328,7752,194551,0,728593,38,578,0
Female,Yes,0,Graduate,No,Salaried,Urban,1,98573,0,0,328271,490747,945597,48,624,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,1,23217,0,0,411096,0,874017,10,578,1
