Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,CreditScore,Loan_Status
Male,Yes,2,Not Graduate,Yes,13728,4022,2683438,14,1,Semiurban,444,0
Male,Yes,2,Not Graduate,No,47680,8336,2291988,4,1,Rural,816,0
Female,No,2,Not Graduate,No,40723,2634,786754,8,1,Semiurban,609,0
Female,Yes,0,Not Graduate,No,12162,7288,2644372,3,1,Urban,443,0
Female,Yes,1,Not Graduate,Yes,31272,8992,1813524,46,1,Urban,816,0
Male,Yes,1,Graduate,No,37488,1485,2340622,29,0,Urban,494,0
Female,No,1,Graduate,Yes,45341,19207,2270514,26,1,Urban,782,0
Female,Yes,3,Graduate,No,13338,17056,4785326,50,0,Urban,774,0
Female,No,0,Not Graduate,Yes,24296,12166,2614744,55,0,Semiurban,887,0
Female,Yes,1,Not Graduate,No,13675,17798,782958,30,1,Semiurban,468,0
Female,No,1,Not Graduate,Yes,26070,3894,515796,12,1,Rural,482,0
Male,Yes,1,Not Graduate,No,22080,3846,2270259,15,0,Rural,412,0
Male,Yes,0,Graduate,No,49139,14481,2169465,52,1,Urban,575,0
Male,No,1,Not Graduate,Yes,15936,9386,959736,52,1,Urban,775,0
Female,No,1,Graduate,No,12019,18408,488995,58,1,Semiurban,477,0
Female,Yes,0,Not Graduate,No,43182,17741,4677701,41,0,Urban,590,0
Female,No,3,Graduate,No,3746,14996,1247853,2,1,Urban,733,0
Male,Yes,2,Not Graduate,No,24768,8048,1349225,1,1,Urban,762,0
Female,Yes,1,Not Graduate,Yes,10325,568,1635328,47,1,Rural,716,0
Female,Yes,2,Graduate,Yes,46763,6490,421230,55,1,Semiurban,437,0
Female,No,3,Graduate,No,6486,1945,601420,47,1,Rural,788,0
Male,Yes,3,Not Graduate,Yes,18485,16791,4295041,28,1,Urban,467,0
Female,No,1,Graduate,Yes,16328,4228,546179,40,1,Urban,433,0
Male,Yes,0,Not Graduate,Yes,21112,11945,4702069,35,1,Rural,460,0
Female,No,3,Not Graduate,Yes,46001,8805,2182458,34,1,Rural,676,0
Male,No,2,Graduate,Yes,34280,7131,2191910,4,1,Semiurban,629,0
Male,Yes,2,Not Graduate,No,28576,2218,304062,18,1,Urban,694,1
Male,No,2,Not Graduate,Yes,44528,14975,3031976,12,0,Urban,471,0
Female,Yes,2,Graduate,No,17702,15609,4200389,50,1,Rural,769,0
Female,Yes,3,Not Graduate,Yes,23320,7711,2394853,21,1,Semiurban,721,0
Male,Yes,1,Not Graduate,No,20437,11991,1762199,10,1,Semiurban,555,0
Male,Yes,1,Not Graduate,No,2193,12105,2732254,21,1,Urban,419,0
Female,Yes,2,Not Graduate,No,27317,16877,1352931,40,1,Urban,318,0
Female,No,1,Graduate,Yes,30482,15238,4098546,25,0,Rural,546,0
Male,Yes,2,Graduate,Yes,21343,3868,1012810,50,1,Urban,504,0
Female,No,2,Graduate,No,31144,11526,1601204,17,1,Rural,719,0
Female,No,0,Not Graduate,No,13612,10060,4743186,51,0,Urban,366,0
Female,Yes,3,Graduate,Yes,21307,5433,4614986,6,1,Urban,641,0
Female,No,3,Graduate,Yes,21623,17822,711051,14,1,Urban,644,0
Male,Yes,2,Graduate,No,22249,1352,3152305,37,1,Semiurban,686,0
Female,No,3,Not Graduate,Yes,10229,8236,183025,40,1,Urban,641,0
Female,No,1,Graduate,Yes,28274,18764,644787,40,1,Urban,407,0
Male,No,2,Graduate,Yes,39334,4560,1071794,18,1,Semiurban,701,0
Male,Yes,0,Not Graduate,Yes,8595,16583,2646424,30,0,Semiurban,895,0
Female,No,1,Not Graduate,Yes,30602,15560,143405,9,1,Urban,601,0
Female,Yes,0,Not Graduate,Yes,40377,4424,1961989,14,0,Semiurban,406,0
Female,No,0,Not Graduate,No,39876,7847,3138639,46,1,Semiurban,884,0
Female,No,3,Not Graduate,No,36551,14195,4279003,52,1,Semiurban,776,0
Male,No,3,Not Graduate,No,44926,4797,3311527,46,1,Semiurban,636,0
Male,No,2,Graduate,No,26678,14309,909922,17,1,Rural,759,0
Male,Yes,3,Graduate,No,24214,19152,2727071,34,1,Urban,612,0
Female,Yes,0,Not Graduate,No,40599,2407,985449,46,1,Rural,453,0
Female,No,0,Not Graduate,Yes,34809,3791,4413670,59,1,Urban,648,0
Female,No,1,Graduate,Yes,45954,19677,2898032,22,1,Semiurban,893,0
Female,Yes,0,Not Graduate,No,29794,19230,1807545,53,0,Rural,828,0
Male,Yes,2,Not Graduate,No,24593,6508,2480392,32,1,Semiurban,599,0
Male,Yes,2,Graduate,No,30864,14407,2359149,12,0,Semiurban,833,0
Female,Yes,3,Not Graduate,Yes,46329,19695,636646,55,1,Semiurban,535,0
Male,No,3,Not Graduate,Yes,44636,9629,3088921,57,1,Urban,510,0
Female,No,3,Graduate,Yes,5689,126,4482765,16,1,Semiurban,585,0
Female,Yes,2,Graduate,Yes,42363,9812,265676,22,0,Urban,722,0
Male,Yes,0,Graduate,No,16687,7694,2742219,38,1,Urban,793,0
Female,Yes,3,Graduate,No,22381,3319,810490,50,1,Semiurban,718,0
Female,Yes,1,Graduate,No,35093,8673,3651386,39,1,Urban,644,0
Male,Yes,3,Not Graduate,No,25589,5431,2754366,2,1,Rural,822,0
Female,Yes,2,Not Graduate,Yes,3120,4378,3521477,45,1,Urban,618,0
Female,No,3,Not Graduate,Yes,18491,18505,898098,55,1,Semiurban,641,0
Male,No,0,Not Graduate,No,45638,19519,4353291,8,1,Semiurban,678,0
Female,No,3,Not Graduate,Yes,41062,11012,3001996,44,1,Rural,845,0
Male,Yes,2,Graduate,Yes,7193,6490,2107823,1,1,Rural,889,0
Female,Yes,2,Not Graduate,Yes,25608,10563,3266820,41,1,Urban,507,0
Male,Yes,1,Not Graduate,Yes,17213,16622,88009,40,1,Urban,485,0
Male,No,2,Not Graduate,No,16230,1420,3572082,41,1,Rural,316,0
Male,Yes,1,Not Graduate,Yes,20423,14672,638264,5,1,Semiurban,589,0
Female,Yes,0,Not Graduate,No,19187,340,4108362,45,1,Semiurban,553,0
Male,No,2,Graduate,Yes,12040,11542,1342866,46,0,Rural,745,0
Male,Yes,3,Not Graduate,Yes,2766,7520,4315239,36,1,Rural,755,0
Male,No,0,Not Graduate,No,31949,11185,1767584,17,1,Semiurban,446,0
Male,No,3,Not Graduate,No,48464,4987,3161079,41,1,Semiurban,413,0
Male,Yes,3,Not Graduate,Yes,5527,12749,823056,30,1,Urban,396,0
Female,No,3,Not Graduate,Yes,13021,5412,2059016,52,1,Rural,681,0
Female,Yes,0,Not Graduate,No,19872,19862,1146949,15,1,Rural,675,0
Female,No,0,Graduate,Yes,38897,7670,4690334,20,1,Rural,805,0
Female,Yes,2,Not Graduate,Yes,13758,18879,3060264,36,1,Semiurban,621,0
Female,No,3,Graduate,No,20757,13766,4209687,2,1,Urban,627,0
Female,Yes,1,Graduate,Yes,27412,8323,883404,60,1,Semiurban,648,0
Female,No,2,Not Graduate,Yes,16312,1857,2306371,59,1,Rural,469,0
Male,No,0,Not Graduate,Yes,24119,14455,4263599,45,1,Rural,606,0
Female,No,1,Not Graduate,Yes,13804,504,263765,4,0,Rural,498,0
Male,Yes,0,Graduate,Yes,48545,7467,4967344,50,1,Rural,476,0
Male,Yes,1,Not Graduate,No,12983,18540,550704,24,1,Rural,423,0
Female,No,2,Not Graduate,Yes,31999,8484,4532862,48,1,Semiurban,456,0
Male,Yes,1,Not Graduate,No,32557,11842,2994741,55,1,Urban,585,0
Male,No,2,Graduate,No,41758,4923,556212,59,1,Rural,534,0
Male,Yes,0,Graduate,Yes,30788,9251,1128059,42,1,Rural,593,0
Male,No,1,Not Graduate,No,33950,15920,556399,2,1,Rural,317,0
Female,Yes,3,Graduate,Yes,5983,10495,760909,46,1,Semiurban,473,0
Female,No,3,Not Graduate,No,5768,13319,2585170,2,1,Semiurban,702,0
Female,No,0,Graduate,No,3504,19179,1880069,50,1,Rural,680,0
Female,No,1,Not Graduate,No,4450,9393,3877539,1,1,Rural,419,0
Female,No,3,Graduate,Yes,13236,6900,1933099,13,1,Rural,395,0
Female,Yes,2,Not Graduate,No,10002,2160,364533,6,0,Rural,330,0
Female,No,1,Not Graduate,No,11891,16236,3892051,22,1,Rural,396,0
Female,Yes,1,Graduate,No,40787,6221,3536039,17,1,Semiurban,769,0
Female,Yes,3,Graduate,Yes,15898,10038,1164085,59,0,Rural,345,0
Female,No,2,Graduate,Yes,12472,19651,543417,49,1,Rural,535,0
Male,Yes,2,Graduate,No,17264,8255,1750968,22,0,Rural,860,0
Female,Yes,2,Graduate,No,19691,2699,202889,43,1,Semiurban,636,0
Male,Yes,1,Not Graduate,No,45487,11125,2486264,6,1,Rural,584,0
Male,No,0,Not Graduate,No,34632,15401,3804503,52,1,Semiurban,433,0
Male,Yes,1,Graduate,Yes,35743,372,3456749,3,0,Urban,838,0
Male,Yes,1,Not Graduate,Yes,45016,14544,946435,46,1,Semiurban,559,0
Female,No,3,Not Graduate,Yes,15002,18898,2280783,57,0,Rural,802,0
Male,No,0,Graduate,No,48981,17315,851176,6,1,Semiurban,891,1
Female,Yes,2,Not Graduate,Yes,45386,1990,1337482,17,1,Rural,479,0
Female,No,3,Not Graduate,No,30250,9607,106898,35,1,Semiurban,566,0
Male,Yes,1,Graduate,No,45388,6790,2750163,49,0,Semiurban,863,0
Female,Yes,0,Graduate,No,23323,8553,1804972,51,0,Urban,383,0
Male,Yes,2,Not Graduate,Yes,5733,5383,4559624,50,0,Semiurban,709,0
Male,No,2,Graduate,No,43319,15575,4826991,37,1,Urban,455,0
Female,Yes,1,Not Graduate,Yes,4223,715,1771942,47,1,Urban,789,0
Female,No,2,Graduate,No,18868,9837,3684638,35,1,Semiurban,627,0
Male,No,2,Graduate,Yes,36196,17931,4623746,23,1,Semiurban,645,0
Female,Yes,0,Graduate,No,4080,13950,4357518,8,1,Semiurban,396,0
Female,No,3,Graduate,Yes,15776,7992,4571039,7,1,Urban,482,0
Female,No,0,Not Graduate,No,2695,17035,78800,50,1,Rural,626,0
Male,No,3,Graduate,Yes,34969,1050,742580,10,1,Rural,865,0
Male,No,3,Graduate,No,14049,13357,698610,26,0,Urban,677,0
Female,No,3,Not Graduate,No,17628,4742,761614,55,1,Urban,386,0
Female,Yes,2,Not Graduate,No,10265,13369,2421165,10,1,Semiurban,434,0
Female,No,0,Not Graduate,Yes,26671,5044,971680,19,1,Semiurban,389,0
Female,Yes,2,Not Graduate,No,14460,10288,1583808,23,1,Rural,787,0
Female,Yes,1,Graduate,No,5477,7261,1486313,31,1,Rural,892,0
Male,Yes,0,Not Graduate,No,4202,10846,993957,33,1,Rural,388,0
Female,Yes,3,Graduate,Yes,25874,18064,3514685,2,1,Semiurban,592,0
Male,Yes,2,Not Graduate,No,49392,9799,495402,28,0,Semiurban,745,0
Female,Yes,2,Graduate,No,43217,3522,916722,58,0,Urban,698,0
Male,No,0,Not Graduate,Yes,13850,13690,721969,32,1,Semiurban,813,0
Female,No,0,Graduate,No,41085,2057,3158173,33,1,Rural,694,0
Male,No,3,Graduate,Yes,22809,2721,2267188,9,1,Urban,316,0
Female,Yes,3,Not Graduate,No,7350,4821,601356,29,1,Semiurban,541,0
Male,No,1,Graduate,Yes,4806,2563,1028950,15,1,Rural,843,0
Male,No,3,Graduate,Yes,9163,14559,1188016,18,1,Semiurban,303,0
Male,No,2,Graduate,Yes,30832,13692,2315058,18,0,Urban,580,0
Male,Yes,1,Graduate,No,2185,15661,1578021,54,1,Semiurban,832,0
Male,No,1,Not Graduate,No,42838,202,2496953,7,1,Rural,770,0
Male,Yes,1,Graduate,Yes,26718,941,76403,14,1,Urban,537,0
Female,No,0,Graduate,No,13545,16972,1260058,29,1,Rural,777,0
Male,Yes,3,Not Graduate,No,27215,8762,3069816,50,1,Urban,388,0
Female,Yes,1,Not Graduate,Yes,30325,9537,1158684,52,1,Semiurban,412,0
Female,Yes,0,Not Graduate,Yes,20458,1642,4645248,19,0,Semiurban,441,0
Female,No,0,Graduate,Yes,18006,1365,2347998,5,1,Rural,859,0
Female,No,1,Graduate,Yes,30544,7556,2919812,41,0,Semiurban,350,0
Female,Yes,1,Not Graduate,No,34969,8,1948602,50,1,Urban,507,0
Male,No,2,Graduate,No,13284,16915,1915846,45,1,Semiurban,822,0
Male,Yes,1,Not Graduate,No,40478,1035,580207,5,1,Semiurban,807,1
Male,Yes,2,Graduate,No,29655,12763,3101748,56,1,Semiurban,569,0
Female,No,1,Not Graduate,No,31143,18001,844229,54,1,Semiurban,562,0
Male,No,1,Graduate,No,17698,6722,2330111,52,1,Semiurban,485,0
Male,No,3,Not Graduate,Yes,36870,17460,138003,15,1,Semiurban,520,0
Male,Yes,1,Graduate,No,11102,4015,1449992,26,1,Semiurban,380,0
Male,Yes,1,Not Graduate,No,3571,7129,1959585,24,1,Semiurban,708,0
Male,No,2,Graduate,No,39893,2962,4632108,19,1,Rural,385,0
Female,Yes,2,Graduate,Yes,41465,4840,2082769,20,1,Rural,855,0
Male,No,3,Graduate,Yes,23553,17296,3046495,43,1,Semiurban,403,0
Female,Yes,1,Not Graduate,No,20543,15337,1737954,9,1,Rural,583,0
Female,No,1,Graduate,Yes,30901,5699,724719,53,1,Semiurban,759,1
Female,No,2,Graduate,Yes,16034,5922,4336018,54,1,Semiurban,760,0
Female,Yes,0,Graduate,No,29120,14862,1635778,28,1,Semiurban,420,0
Female,No,0,Not Graduate,No,3329,13598,712896,16,0,Rural,651,0
Male,No,0,Graduate,No,43420,1898,760431,11,1,Urban,739,1
Male,Yes,2,Not Graduate,Yes,27382,19616,4890040,34,1,Semiurban,868,0
Male,No,2,Graduate,Yes,5699,2822,4278052,25,1,Semiurban,488,0
Female,Yes,0,Not Graduate,No,40795,4484,1931140,40,1,Urban,849,0
Male,No,0,Not Graduate,Yes,12667,13052,1174598,55,0,Rural,528,0
Male,Yes,1,Graduate,Yes,39591,18038,4639904,57,0,Urban,685,0
Female,No,2,Not Graduate,Yes,44115,16975,3108968,21,1,Semiurban,430,0
Female,No,2,Not Graduate,No,25459,1848,3175280,5,1,Urban,470,0
Female,No,0,Graduate,No,8959,13269,1525926,11,1,Semiurban,629,0
Female,No,0,Not Graduate,No,31581,3041,675530,43,1,Rural,334,0
Male,Yes,3,Not Graduate,No,48384,16551,526398,9,1,Rural,500,0
Female,Yes,2,Not Graduate,No,8210,4379,4973695,11,0,Rural,467,0
Female,Yes,3,Not Graduate,Yes,14517,7661,1632749,37,1,Semiurban,808,0
Male,Yes,1,Graduate,Yes,14620,6967,4656220,41,1,Rural,810,0
Male,Yes,3,Not Graduate,Yes,38744,12199,4652538,1,1,Urban,545,0
Female,Yes,0,Not Graduate,Yes,24804,15674,4956725,26,1,Rural,523,0
Male,Yes,2,Graduate,Yes,32568,13531,3358122,10,0,Semiurban,640,0
Female,No,2,Graduate,Yes,19991,18565,100073,59,1,Urban,869,1
Female,No,3,Not Graduate,No,10912,832,4579098,40,1,Urban,836,0
Male,No,3,Graduate,No,34527,14210,4007156,19,1,Urban,739,0
Male,No,1,Graduate,Yes,32863,17405,4336594,16,1,Urban,843,0
Female,Yes,1,Graduate,No,46827,10185,3692777,45,1,Semiurban,449,0
Female,Yes,0,Graduate,Yes,35458,3492,512561,56,1,Rural,655,1
Female,Yes,0,Graduate,Yes,22407,11862,2123115,37,0,Urban,832,0
Male,No,0,Graduate,No,14344,288,2399180,50,1,Rural,672,0
Female,Yes,3,Graduate,No,38205,7816,1224955,41,1,Rural,711,0
Female,No,3,Graduate,Yes,4355,1076,1333309,4,0,Rural,551,0
Female,Yes,2,Graduate,No,32893,15564,4658643,14,1,Rural,313,0
Female,Yes,0,Not Graduate,Yes,2749,1371,3288699,30,1,Semiurban,514,0
Female,Yes,3,Not Graduate,Yes,21435,1074,1960829,7,0,Urban,835,0
Male,Yes,2,Not Graduate,Yes,47733,4934,4859055,12,1,Urban,319,0
Female,No,0,Not Graduate,Yes,47615,39,759244,24,1,Rural,787,1
Female,No,1,Not Graduate,Yes,40526,4274,1348244,39,1,Urban,735,0
Female,Yes,1,Graduate,No,20088,16566,1736708,43,0,Rural,620,0
Female,No,3,Graduate,Yes,46405,5496,4773468,22,1,Semiurban,351,0
Male,Yes,2,Not Graduate,No,40842,12992,517876,47,0,Urban,656,0
Male,Yes,1,Not Graduate,Yes,48146,2508,2204299,30,1,Rural,647,0
Male,Yes,2,Graduate,No,26403,12018,4377199,60,1,Urban,625,0
Female,Yes,2,Not Graduate,Yes,49297,8072,2986236,39,0,Rural,826,0
Female,No,1,Graduate,No,40042,13348,676665,20,0,Urban,518,0
Male,Yes,2,Not Graduate,Yes,48775,13910,3639326,26,0,Semiurban,821,0
Male,Yes,1,Graduate,Yes,41177,13952,676987,49,1,Urban,704,1
Male,No,3,Not Graduate,No,41056,16065,2382579,5,0,Semiurban,318,0
Female,Yes,0,Graduate,No,24713,318,2067255,40,1,Semiurban,879,0
Female,No,0,Not Graduate,No,2885,11818,4787572,42,1,Rural,593,0
Male,Yes,3,Not Graduate,No,35632,18787,4661744,6,1,Rural,314,0
Male,Yes,1,Graduate,No,41685,13982,4181198,53,0,Urban,625,0
Male,Yes,1,Graduate,No,13686,10856,4125113,34,1,Semiurban,457,0
Female,Yes,1,Not Graduate,Yes,5054,12516,4982117,58,0,Rural,403,0
Female,Yes,1,Not Graduate,Yes,10977,728,133176,60,1,Semiurban,897,1
Female,Yes,3,Graduate,Yes,27032,1287,4819401,5,0,Semiurban,581,0
Male,No,0,Graduate,No,10536,4001,1101554,10,0,Semiurban,446,0
Male,Yes,2,Graduate,No,17070,8752,3331132,28,1,Urban,813,0
Female,No,2,Not Graduate,No,18937,1375,2379541,3,1,Semiurban,367,0
Male,No,0,Not Graduate,Yes,23500,14970,2948673,13,1,Semiurban,803,0
Female,Yes,3,Graduate,No,42451,12078,4633998,48,1,Urban,368,0
Male,No,2,Not Graduate,Yes,12011,24,3915840,47,1,Urban,858,0
Male,Yes,0,Not Graduate,No,10896,17538,4173640,2,1,Rural,712,0
Male,No,3,Graduate,No,31799,12657,522760,35,1,Semiurban,363,0
Male,Yes,2,Not Graduate,No,16582,17843,985652,52,1,Semiurban,891,0
Female,No,1,Graduate,Yes,41958,15583,3054972,50,0,Urban,536,0
Male,No,1,Graduate,No,43912,4706,3526366,52,1,Urban,695,0
Female,Yes,3,Not Graduate,Yes,2814,13663,437344,52,1,Rural,438,0
Female,No,1,Not Graduate,No,11740,15844,1260325,47,1,Urban,615,0
Female,Yes,3,Graduate,No,26719,9412,4626603,54,1,Urban,722,0
Male,Yes,0,Graduate,No,37545,18540,3042578,28,1,Urban,431,0
Female,Yes,0,Graduate,No,22150,5979,686854,37,1,Urban,525,0
Female,Yes,2,Not Graduate,Yes,6958,7943,2361882,23,1,Rural,772,0
Female,Yes,3,Graduate,No,5825,8911,1151917,43,1,Semiurban,417,0
Male,No,2,Graduate,Yes,16800,7486,118069,23,1,Semiurban,638,0
Male,No,2,Graduate,No,11999,1105,4702595,35,1,Semiurban,718,0
Female,No,0,Graduate,No,22854,3769,4571771,41,1,Semiurban,734,0
Male,Yes,2,Not Graduate,No,47732,2479,4072770,39,1,Semiurban,478,0
Female,No,1,Not Graduate,Yes,29315,10112,820532,55,1,Urban,761,0
Female,No,2,Graduate,No,41540,11271,2557416,32,1,Semiurban,896,0
Male,No,3,Not Graduate,Yes,11481,4731,2855118,2,1,Urban,403,0
Female,No,1,Not Graduate,Yes,19246,11361,1082819,47,1,Semiurban,413,0
Male,No,0,Not Graduate,No,24601,16087,3992036,44,1,Semiurban,570,0
Male,Yes,3,Graduate,Yes,12677,3172,4695595,48,1,Urban,862,0
Female,Yes,1,Not Graduate,No,31552,14041,152591,58,1,Semiurban,605,0
Male,No,3,Not Graduate,Yes,24322,7068,1970802,16,1,Urban,354,0
Male,Yes,1,Graduate,Yes,4355,6557,1879894,16,1,Rural,823,0
Female,Yes,3,Graduate,Yes,11157,3330,1046023,51,1,Rural,733,0
Female,No,3,Not Graduate,Yes,37163,6022,1976259,3,1,Rural,489,0
Male,No,1,Not Graduate,No,27914,12643,1488259,28,1,Semiurban,688,0
Male,Yes,0,Graduate,Yes,35292,2058,3976408,29,0,Semiurban,634,0
Female,No,0,Graduate,No,2561,18254,4964105,54,0,Semiurban,645,0
Male,Yes,3,Graduate,Yes,10167,3621,4813670,20,0,Semiurban,564,0
Male,Yes,3,Graduate,No,18184,9337,2879438,36,0,Urban,403,0
Male,No,0,Not Graduate,No,26497,3991,2823436,33,1,Rural,440,0
Male,Yes,0,Graduate,Yes,25800,11565,1144408,22,1,Urban,855,0
Male,Yes,2,Not Graduate,Yes,39432,8503,2779980,8,0,Rural,538,0
Male,Yes,0,Not Graduate,No,3205,17158,811140,56,1,Rural,729,0
Male,No,3,Not Graduate,Yes,14039,15337,3695872,47,1,Urban,397,0
Female,No,1,Graduate,Yes,47161,11112,3441429,24,1,Urban,760,0
Female,No,0,Graduate,Yes,37006,13761,3752831,53,1,Urban,864,0
Female,No,2,Not Graduate,Yes,19544,10023,871114,58,1,Rural,556,0
Female,Yes,2,Not Graduate,Yes,14987,8885,1640353,54,1,Urban,310,0
Female,No,2,Not Graduate,Yes,7239,1376,834646,37,1,Semiurban,477,0
Male,No,1,Not Graduate,Yes,46785,5939,3123890,20,1,Urban,692,0
Male,No,0,Not Graduate,Yes,25358,9181,3515573,12,1,Rural,593,0
Male,No,0,Graduate,Yes,19138,2846,2033031,20,1,Rural,696,0
Male,Yes,0,Graduate,No,24984,6817,3901106,20,1,Urban,688,0
Female,Yes,1,Graduate,Yes,30428,7430,3338252,4,1,Urban,836,0
Male,Yes,1,Not Graduate,Yes,11096,11151,2962219,30,1,Rural,565,0
Male,No,3,Not Graduate,Yes,49582,1716,279355,31,1,Rural,432,0
Female,No,2,Graduate,Yes,26536,6780,1872352,22,1,Urban,577,0
Male,Yes,2,Graduate,Yes,48059,3331,3627225,15,1,Semiurban,853,0
Male,No,0,Not Graduate,No,4621,9081,3051798,38,1,Semiurban,400,0
Female,No,1,Graduate,No,37958,17762,2823699,37,0,Semiurban,703,0
Male,Yes,1,Graduate,Yes,5948,4275,1907961,28,0,Rural,583,0
Male,Yes,0,Graduate,No,3287,10556,1516494,11,0,Semiurban,576,0
Male,No,0,Not Graduate,Yes,25902,13555,1274214,14,0,Semiurban,438,0
Male,No,3,Not Graduate,Yes,49358,16615,2206874,11,1,Urban,520,0
Male,No,2,Graduate,No,23164,10004,330180,9,0,Urban,368,0
Female,Yes,2,Not Graduate,No,17668,5422,3308759,24,1,Semiurban,476,0
Female,Yes,2,Graduate,No,3772,11188,3003828,10,1,Rural,672,0
Female,Yes,3,Graduate,No,34238,247,1693718,38,1,Semiurban,844,0
Female,Yes,0,Not Graduate,No,40968,13598,144805,43,0,Urban,600,0
Female,No,0,Not Graduate,Yes,17762,13227,2578995,41,1,Urban,527,0
Female,Yes,2,Not Graduate,Yes,37906,13811,3054887,37,0,Urban,671,0
Male,Yes,2,Graduate,Yes,9213,3741,2302978,42,1,Semiurban,698,0
Female,No,3,Graduate,No,16941,16446,4177983,32,1,Rural,442,0
Female,No,1,Graduate,Yes,32345,1551,906878,20,1,Semiurban,436,0
Male,No,1,Not Graduate,No,37184,6306,242233,14,0,Urban,872,0
Male,Yes,2,Graduate,Yes,17964,3005,348166,38,1,Urban,355,0
Female,No,3,Graduate,No,28855,3322,1030761,4,1,Urban,681,0
Male,No,2,Graduate,No,19968,16008,3724469,24,1,Urban,770,0
Female,Yes,1,Graduate,Yes,3046,7997,3937805,32,1,Semiurban,507,0
Male,Yes,2,Not Graduate,Yes,16909,12466,3415701,55,1,Semiurban,334,0
Female,No,1,Not Graduate,Yes,15578,12516,1495969,53,1,Rural,565,0
Male,Yes,1,Not Graduate,Yes,25368,17266,2704392,10,1,Urban,320,0
Male,No,1,Graduate,No,30599,393,1331085,54,0,Semiurban,439,0
Female,No,0,Graduate,Yes,7719,2739,704247,43,0,Semiurban,564,0
Female,Yes,0,Graduate,No,17960,4167,1120372,16,1,Urban,699,0
Female,No,2,Not Graduate,Yes,25606,13194,4425724,39,0,Semiurban,756,0
Female,Yes,1,Not Graduate,Yes,17624,4231,389557,32,1,Urban,419,0
Female,Yes,0,Not Graduate,Yes,41179,19161,2660303,18,0,Rural,682,0
Male,Yes,2,Not Graduate,Yes,42842,1401,4987755,25,1,Urban,834,0
Female,No,2,Not Graduate,Yes,12352,8086,3799114,7,1,Urban,338,0
Female,Yes,2,Graduate,No,32885,905,3444108,56,1,Semiurban,321,0
Male,Yes,2,Not Graduate,Yes,17003,529,4793850,53,1,Rural,866,0
Male,No,2,Not Graduate,No,11223,8011,2421002,47,1,Rural,346,0
Female,No,3,Not Graduate,Yes,33433,15001,2962527,51,1,Semiurban,838,0
Male,No,1,Graduate,No,14718,4618,900756,18,1,Rural,683,0
Male,No,2,Not Graduate,Yes,3315,19005,1907323,47,1,Rural,781,0
Female,Yes,3,Not Graduate,Yes,23553,16956,4778944,18,1,Urban,347,0
Male,Yes,1,Not Graduate,Yes,26682,17027,84497,3,1,Semiurban,380,0
Male,Yes,0,Graduate,No,21464,14908,4944638,1,1,Rural,344,0
Female,No,2,Graduate,No,43704,7013,2698668,33,1,Rural,574,0
Female,No,3,Not Graduate,Yes,33419,9484,1618472,7,1,Rural,610,0
Male,Yes,0,Not Graduate,Yes,15767,11787,3204610,10,1,Urban,531,0
Male,No,3,Not Graduate,Yes,8466,12834,2402114,44,1,Urban,385,0
Female,No,1,Not Graduate,No,33028,5605,2480142,59,1,Semiurban,404,0
Male,Yes,1,Graduate,Yes,49953,10677,126789,8,1,Semiurban,476,0
Male,Yes,0,Not Graduate,No,39858,16938,2233092,54,1,Urban,889,0
Male,No,3,Graduate,Yes,6240,14051,3113970,32,1,Semiurban,488,0
Female,No,2,Not Graduate,No,33459,19777,3991987,23,1,Semiurban,359,0
Male,No,2,Graduate,No,27396,10766,4932726,17,1,Semiurban,519,0
Male,Yes,0,Graduate,No,18795,10416,2237842,14,0,Urban,887,0
Female,Yes,0,Not Graduate,Yes,26689,15009,974744,17,1,Urban,415,0
Male,Yes,0,Graduate,No,16910,13874,548364,25,1,Rural,769,1
Male,Yes,3,Not Graduate,Yes,4446,9185,4245889,21,1,Rural,466,0
Female,Yes,2,Graduate,No,5346,19843,4558980,55,0,Rural,744,0
Female,No,2,Graduate,Yes,47179,17505,317571,6,0,Rural,532,0
Female,No,2,Not Graduate,No,42517,16439,2104812,20,0,Semiurban,413,0
Female,No,0,Not Graduate,No,6142,14660,2752596,49,1,Semiurban,807,0
Male,Yes,2,Graduate,Yes,18070,8849,295954,20,1,Urban,450,0
Male,Yes,1,Graduate,Yes,48955,4736,3729049,58,0,Semiurban,883,0
Female,Yes,0,Not Graduate,No,9087,2609,1735322,26,1,Semiurban,669,0
Female,No,2,Not Graduate,No,25752,14675,2159351,32,1,Semiurban,648,0
Male,Yes,3,Not Graduate,Yes,17635,3909,4771523,8,1,Rural,466,0
Female,Yes,0,Graduate,No,24218,16787,1178955,45,1,Urban,371,0
Male,No,1,Not Graduate,No,33873,14867,4431569,48,1,Rural,652,0
Female,Yes,1,Not Graduate,Yes,44965,794,3987859,44,0,Semiurban,310,0
Male,No,3,Graduate,Yes,47039,17945,2598157,59,1,Semiurban,452,0
Female,Yes,3,Not Graduate,Yes,16724,15369,4498335,29,1,Urban,461,0
Female,Yes,0,Not Graduate,No,33351,10833,4724280,17,1,Rural,685,0
Male,No,0,Not Graduate,No,33433,10856,208393,18,1,Semiurban,443,0
Female,No,1,Not Graduate,No,11261,6795,1106212,40,1,Urban,438,0
Male,No,3,Graduate,Yes,15479,5492,2267401,18,1,Semiurban,505,0
